text,label
"Can I just get a car wash without being hassled?  I mean WTF?  I having been coming here for years, had cars detailed here etc..but what the hell has happened?  \n\nI roll up on a late Sunday morning in need of a simple wash...I didn't need anything over the top, but a wash please.  So, this young gentleman comes up kissing my a** & I tell him I would just like the ultimate.  That's when I suddenly felt like I was on the beach in Rocky Point being hounded to buy chicklets!!!  $2 for this $5 for that...I was very patient saying no thank you over and over and he was relentless.  Finally I told this nimrod look, next time I bury a body in the desert I'll take you up on this spit shine bullsh** but for now I'll just go with the ultimate.  \n\nTo add insult to injury, when I go in to pay, they charge me $26.99 for the ultimate & an extra $1.00 for 3 row vehicle.  GFY cobblestone...you just lost me.  I think I'd rather go risk the \""""raid\"""" down the street.",0
"Went through the car wash and asked the guy to take care of a one detail (behind the rearview glass) and he declined to do so. Note that I was also standing there asking him with a \""""tip\"""" in hand. \n\nI can now see why this place has a plethora or 1 or 2 stars.",0
"Cobblestone Auto Spa is like going to a car dealership and having the car dealers rip you off on some sales pitch saying, \""""you need yours transmission flush, new air filters, etc..,and all you were wanting to begin with was an oil change. Bad service with this place, they left my coolant lid off. By the time I drove home, all of the coolant liquid was gone, had to buy new coolant liquid and refill it myself. Ladies beware, before trying this place make sure you're knowledgeable about car maintenance those mechanics will try to sell you an overprice deal, not worth it!",0
"Absolute worst. Paid for supreme wash of my two year old Mercedes (inside and out cleaning, not detail). The inside of my car was literally flooded. One of the door wells was swimming with two inches of fluid. The inside was drenched. What they could have wiped down was dusty and never touched. Takes forever and is an absolute zoo. The manger addressed it quickly, but the workers had to be blind to miss the flood in my car before they passed it off to me. Shocked and disgusted!",0
"Disgusted. TAKE EVERYTHING OUT OF YOUR CAR IF YOU GET YOUR CAR WASHED HERE. Left a ring in the ash tray of my car where i usually leave it while working out/hiking, with the cover closed ( yes, a mistake from the start ) STOLEN. Dumb enough to go back two weeks later to use the coupon booklet that i had purchased, this time all the silver change was stolen out of the ash tray and the pennies were left behind. Absolutely terrible.",0
"Went here a few months ago and was highly disappointed, but since the other car washes in the area didn't seem much better I have it a second chance. When I pulled up I was ignored as other cars who pulled in after me were helped. I'm not sure one employee smiled the entire time I was there and the car wash was done very poorly. Will never go back again. This place makes Danny's and Francis & Sons look way better and there car washed now seem to be high quality compared got Cobblestone. I don't think I will ever even get gas here again.",0
"This place will not allow employees to take a lunch or even 15 min breaks, even on an 8 hour shift! I've never heard of a business that doesn't allow 15 min breaks!!! I will NEVER support a business that doesn't know how to treat employees fairly and with respect, and who cannot seem to hire competent management. Managers wonder why they can't keep employees longer than one week.",0
"They've lost me as a customer after the experience yesterday. Absolutely rude and discourteous service, as I was sitting there waiting for my car to be brought round I noticed the young man driving it up SPEEDING! It is NOT Okay to drive another persons car in that fashion especially with other people and employees around that could get hurt! Then, to make matters worse as I stepped into my car, he said \""""Oh, you're mad.\"""" Who talks to a customer like that?! Of course I'm mad, your treating MY car like a disrespectful toy. I came to get a car wash and instead I got taken advantage of by having my car used as a race car.",0
"My experience at this Cobblestone location was so lame as they never even wiped off the roof of the car, leaving a very obvious bird poop stain at least six inches long. This was not a large SUV where one has to use a footstep to see the top either, but a low-profile sports car.",0
People will likely keep coming here because of the location but that doesn't mean you have to.  I think we would all agree this is consistently the worst service ever experienced at any type business. Im surprised that people are shocked. It's clearly a corporate culture to try to be arrogant and pushy toward the customers.  They are acting like this on purpose. It would be too much of a coincidence that they hired the 20\nbiggest jerks in AZ. They have trained these people to make your life horrible.  The waiting area is high comedy as everyone is milling around commenting on how much they hate Cobblestone. Obviously just go any place else and you'll have a better experience. It would be impossible for it to be worse.  I bet their complaint department is just one giant paper shredder.,0
"BUYER BEWARE: I have been coming here for a very long time and today's review pains me to share. I selected the pay at car wash option and got the works for $19.95. Upon entering the wash tunnel, I was greeter by a nice guy who proceeded to attempt to upsell me on several things, which is cool. \n\nWhen I paid, all was cool inside. I especially love the free bag of popcorn with a wash!\n\nMy big complaint comes from the piss poor job of a wash I received. The lack of attention to detail is apparent. The dirty floor and back seats shows me that the car was barely vacuumed. The filthy inside windshield shows me that they would rather replace the windshield then actually wash it. They left the front of the car dirty with an abundance of dead bugs. The turn signals showed the layers of dead bugs. The supervisor was put off when I asked I they were going to actually clean it off. \n\nI've bought books of multiple washes for years and I'm seriously thinking of either going to Danny's or Tom's Thumb from now on. \n\nI HAD MY WINDSHIELD REPLACED HERE A FEW MONTHS AGO AND THEY INSTALLED A SCRATCHED WINDSHIELD AND LEFT THE INSULATION HANGING OUT!!!  Piss poor work in my non-expert opinion!!!",0
"Been here twice before and the first time was okay... the second time was way better, but this time it was not good. I purchased the Ultimate Package and when my car was complete, it till had bugs on the front and there was still dirt spots on my windows. On the inside, still dirt spots on the driver door and the passenger side door behind the driver.\n\nFunny thing is... as I was getting ready to drive off, one of the managers stopped me and asked me to hold on while they cleaned my rims. I got out and looked at the car and there were still bugs everywhere, like no one each tried to touch the front of the car. \n\nI didn't throw a fit or a tantrum or anything... I just wont be going back.",0
